# curie_map:
#   ibm-risk-atlas: https://www.ibm.com/docs/en/watsonx/saas?topic=
#   mit-ai-risk-repository: https://airisk.mit.edu/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: https://www.apache.org/licenses/LICENSE-2.0.html
# mapping_date: '2025-07-07'
# mapping_set_description: Mapping from IBM AI Risk Atlas to MIT AI risk repository
# mapping_set_id: https://github.com/IBM/risk-atlas-nexus/tree/main/src/data/mappings/mit-ai-risk-repository_ibm-risk-atlas.tsv
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	mapping_date	comment
ibm-risk-atlas:atlas-prompt-leaking	Prompt leaking	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-prompt-leaking	Prompt leaking	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-intentional	Intentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-prompt-leaking	Prompt leaking	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-prompt-leaking	Prompt leaking	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.2	AI system security vulnerabilities and attacks	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-prompt-priming	Prompt priming	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-prompt-priming	Prompt priming	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-intentional	Intentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-prompt-priming	Prompt priming	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-prompt-priming	Prompt priming	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.2	AI system security vulnerabilities and attacks	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-reidentification	Reidentification	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-reidentification	Reidentification	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-reidentification	Reidentification	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-pre-deployment	Pre -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-reidentification	Reidentification	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.1	Compromise of privacy by obtaining, leaking or correctly inferring sensitive information	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-revealing-confidential-information	Revealing confidential information	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-ai	AI	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-revealing-confidential-information	Revealing confidential information	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-revealing-confidential-information	Revealing confidential information	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-revealing-confidential-information	Revealing confidential information	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.1	Compromise of privacy by obtaining, leaking or correctly inferring sensitive information	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-spreading-disinformation	Spreading disinformation	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-spreading-disinformation	Spreading disinformation	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-intentional	Intentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-spreading-disinformation	Spreading disinformation	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-spreading-disinformation	Spreading disinformation	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-4.1	Disinformation, surveillance, and influence at scale	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-spreading-toxicity	Spreading toxicity	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-spreading-toxicity	Spreading toxicity	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-intentional	Intentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-spreading-toxicity	Spreading toxicity	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-toxic-output	Toxic output	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-ai	AI	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-toxic-output	Toxic output	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-toxic-output	Toxic output	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-toxic-output	Toxic output	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	Exposure to toxic content	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unexplainable-output	Unexplainable output	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-ai	AI	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unexplainable-output	Unexplainable output	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unexplainable-output	Unexplainable output	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unexplainable-output	Unexplainable output	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	Lack of transparency or interpretability	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unreliable-source-attribution	Unreliable source attribution	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-ai	AI	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unreliable-source-attribution	Unreliable source attribution	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unreliable-source-attribution	Unreliable source attribution	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unreliable-source-attribution	Unreliable source attribution	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	Lack of transparency or interpretability	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unrepresentative-data	Unrepresentative data	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unrepresentative-data	Unrepresentative data	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unrepresentative-data	Unrepresentative data	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-pre-deployment	Pre -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unrepresentative-data	Unrepresentative data	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.3	Lack of capability or robustness	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unrepresentative-risk-testing	Unrepresentative risk testing	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unrepresentative-risk-testing	Unrepresentative risk testing	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unrepresentative-risk-testing	Unrepresentative risk testing	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-pre-deployment	Pre -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-unrepresentative-risk-testing	Unrepresentative risk testing	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.5	Governance failure	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-untraceable-attribution	Untraceable attribution	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-untraceable-attribution	Untraceable attribution	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-untraceable-attribution	Untraceable attribution	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-untraceable-attribution	Untraceable attribution	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	Lack of transparency or interpretability	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
